group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
2429,,low,2,3246.0,3293.0,47.0,3269.5,0.014375,1.014479,176,Cylinder 100x200,3301,"Behaviour of steel tubular members infilled with ultra high strength concrete, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Journal of Constructional Steel Research, 2017",176,Cylinder 100x200,CS-3,374,168.186,0,219.1,219.1,16,109.55,3640,50,50,3293
2429,,low,2,3246.0,3293.0,47.0,3269.5,0.014375,1.014479,176,Cylinder 100x200,3671,"Design of Concrete Filled Tubular Beam-columns with High Strength Steel and Concrete, J.Y. Richard Liew; Mingxiang Xiong; Dexin Xiong, Structures, 2016",176,Cylinder 100x200,CS-3,374,168.186,0,219.1,219.1,16,109.55,3640,50,50,3246
2816,,low,2,1695.47,1719.71,24.24,1707.59,0.014195,1.014297,47,Cube 150x150x150mm,3850,"Testing and strength prediction of eccentrically-loaded circular concrete-filled double steel tubular stub-columns, Junchang Ci; Mizan Ahmed; Hong Jia; Shicai Chen; Daxing Zhou; Liquun Hou, Journal of Constructional Steel Research, 2021",47,Cube 150x150x150mm,CS-30-2,301.3,39.291,0,219,219,4,109.5,660,30,30,1719.71
2816,,low,2,1695.47,1719.71,24.24,1707.59,0.014195,1.014297,47,Cube 150x150x150mm,3862,"Testing and strength prediction of eccentrically-loaded circular concrete-filled double steel tubular stub-columns, Junchang Ci; Mizan Ahmed; Hong Jia; Shicai Chen; Daxing Zhou; Liquun Hou, Journal of Constructional Steel Research, 2021",47,Cube 150x150x150mm,CS-30-4,301.3,39.291,0,219,219,4,109.5,660,30,30,1695.47
1705,,low,2,2603.0,2640.0,37.0,2621.5,0.014114,1.014214,42.8,prism,2244,"钢管高强混凝土轴压短柱承载力性能的试验研究, 贺锋; 周绪红; 唐昌辉, 工程力学, 2000",42.8,prism,GM-3(A),318.3,42.8,0,233,233,3,116.5,598,0,0,2640
1705,,low,2,2603.0,2640.0,37.0,2621.5,0.014114,1.014214,42.8,prism,2245,"钢管高强混凝土轴压短柱承载力性能的试验研究, 贺锋; 周绪红; 唐昌辉, 工程力学, 2000",42.8,prism,GM-3(B),318.3,42.8,0,233,233,3,116.5,598,0,0,2603
1404,,low,2,2016.0,2044.5,28.5,2030.25,0.014038,1.014137,91.3,Prism 100x100x300mm,1821,"钢管 RPC 短柱轴压性能和推出试验研究, 许志海, Unknown, 2016",91.3,Prism 100x100x300mm,CEN-4a,320,87.247,0,114,114,10,57,342,0,0,2044.5
1404,,low,2,2016.0,2044.5,28.5,2030.25,0.014038,1.014137,91.3,Prism 100x100x300mm,1822,"钢管 RPC 短柱轴压性能和推出试验研究, 许志海, Unknown, 2016",91.3,Prism 100x100x300mm,CEN-4b,320,87.247,0,114,114,10,57,342,0,0,2016
1704,,low,2,3361.0,3408.0,47.0,3384.5,0.013887,1.013984,42.8,prism,2242,"钢管高强混凝土轴压短柱承载力性能的试验研究, 贺锋; 周绪红; 唐昌辉, 工程力学, 2000",42.8,prism,GM-2(A),380,42.8,0,253,253,3,126.5,704,0,0,3408
1704,,low,2,3361.0,3408.0,47.0,3384.5,0.013887,1.013984,42.8,prism,2243,"钢管高强混凝土轴压短柱承载力性能的试验研究, 贺锋; 周绪红; 唐昌辉, 工程力学, 2000",42.8,prism,GM-2(B),380,42.8,0,253,253,3,126.5,704,0,0,3361
3072,,low,2,1374.0,1393.0,19.0,1383.5,0.013733,1.013828,35.7,fcu150,4175,"Journal of Building Engineering | Axial compressive behavior of circular concrete-filled steel tube stub columns prepared with spontaneous-combustion coal gangue aggregate | Yuzhuo Zhang, Qian Xu, Qinghe Wang... | 2022",35.7,fcu150,SCGA-50-3.75-b,285,28.99134271,50,140,140,3.75,70,420,0,0,1393
3072,,low,2,1374.0,1393.0,19.0,1383.5,0.013733,1.013828,35.7,fcu150,4174,"Journal of Building Engineering | Axial compressive behavior of circular concrete-filled steel tube stub columns prepared with spontaneous-combustion coal gangue aggregate | Yuzhuo Zhang, Qian Xu, Qinghe Wang... | 2022",35.7,fcu150,SCGA-50-3.75-a,285,28.99134271,50,140,140,3.75,70,420,0,0,1374
2178,,low,2,2048.0,2076.0,28.0,2062.0,0.013579,1.013672,115.8,Prism 100x100x300mm,2963,"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",115.8,Prism 100x100x300mm,CFT2-1,321,110.659,0,113,113,6.5,56.5,300,0,0,2076
2178,,low,2,2048.0,2076.0,28.0,2062.0,0.013579,1.013672,115.8,Prism 100x100x300mm,2964,"钢管活性粉末混凝土柱的力学性能研究, 冯建文, Tsinghua University Master Thesis, 2008",115.8,Prism 100x100x300mm,CFT2-2,321,110.659,0,113,113,6.5,56.5,300,0,0,2048
